pickup_taxizone_id,pickup_hour,pickup_weekday,average_fare,total_rides,total_fare,average_trip_distance,total_trip_distance
1.0,12,4,79.46310344827586,261,20739.87,1.3540996168582375,353.42
1.0,12,5,77.76272727272726,154,11975.46,2.0144155844155844,310.21999999999997
1.0,12,6,76.93174418604653,258,19848.390000000003,1.9211240310077518,495.65
1.0,13,0,82.03407239819003,221,18129.53,1.6298642533936651,360.2
1.0,13,1,76.87324607329843,191,14682.79,2.109005235602094,402.82
1.0,13,2,74.0327519379845,258,19100.45,2.2395736434108526,577.81
1.0,13,3,76.26149305555556,288,21963.31,1.9630555555555556,565.36
1.0,13,4,76.43712025316455,316,24154.129999999997,2.0809810126582278,657.59
1.0,13,5,81.37675555555555,225,18309.769999999997,1.5043555555555557,338.48
1.0,13,6,76.92792993630572,314,24155.369999999995,1.8656050955414014,585.8000000000001
1.0,14,0,74.87020000000001,300,22461.06,2.0804666666666667,624.14
1.0,14,1,70.09383561643835,292,20467.4,2.4903424657534248,727.1800000000001
1.0,14,2,73.56164133738602,329,24201.78,1.943434650455927,639.39
1.0,14,3,81.07046012269939,326,26428.97,1.3182515337423313,429.75
1.0,14,4,79.38060941828255,361,28656.4,1.748421052631579,631.1800000000001
1.0,14,5,82.76140845070422,284,23504.239999999998,1.2193309859154928,346.28999999999996
1.0,14,6,75.80422872340426,376,28502.390000000003,1.0847606382978723,407.87
1.0,15,0,75.64013245033112,302,22843.32,1.67317880794702,505.30000000000007
1.0,15,1,75.8638127090301,299,22683.28,2.7367558528428098,818.2900000000001
1.0,15,2,76.37006309148265,317,24209.31,1.6011987381703472,507.58000000000004
1.0,15,3,69.7245054945055,364,25379.72,1.6564010989010987,602.93
1.0,15,4,77.85109422492401,329,25613.010000000002,1.7060182370820671,561.2800000000001
1.0,15,5,74.98729299363058,314,23546.010000000002,2.8113057324840764,882.75
1.0,15,6,72.7828384279476,458,33334.54,2.02,925.16
1.0,16,0,79.13142414860681,323,25559.45,2.379907120743034,768.7099999999999
1.0,16,1,76.39699059561127,319,24370.639999999996,1.6439811912225704,524.43
1.0,16,2,76.4035472972973,296,22615.45,2.2144594594594595,655.48
1.0,16,3,78.85749279538906,347,27363.550000000003,1.2110951008645534,420.25000000000006
1.0,16,4,80.31525280898876,356,28592.23,2.0491011235955057,729.48
1.0,16,5,78.59706896551725,290,22793.15,1.786137931034483,517.98
1.0,16,6,76.24744525547445,411,31337.699999999997,2.1692214111922143,891.5500000000001
1.0,17,0,79.65844262295082,244,19436.66,1.5657377049180328,382.04
1.0,17,1,76.79506329113924,237,18200.43,2.0147679324894514,477.5
1.0,17,2,82.50725099601594,251,20709.32,1.8342231075697213,460.39000000000004
1.0,17,3,79.84200000000001,255,20359.710000000003,1.947176470588235,496.5299999999999
1.0,17,4,85.84018518518518,270,23176.85,2.397333333333334,647.2800000000002
1.0,17,5,77.59977168949771,219,16994.35,2.1409132420091326,468.86000000000007
1.0,17,6,73.77423208191126,293,21615.85,1.5523208191126279,454.83
1.0,18,0,76.6733734939759,166,12727.78,0.7112650602409639,118.07000000000001
1.0,18,1,73.59419913419913,231,17000.26,2.604848484848485,601.72
1.0,18,2,82.17281249999999,224,18406.71,1.9825,444.08
1.0,18,3,83.54014423076923,208,17376.35,2.3378846153846156,486.28000000000003
1.0,18,4,82.60580152671756,262,21642.72,1.5122519083969466,396.21
1.0,18,5,85.57668604651163,172,14719.189999999999,2.427151162790698,417.4700000000001
1.0,18,6,75.69479508196721,244,18469.53,2.097581967213115,511.81
1.0,19,0,80.52565789473684,152,12239.9,1.704736842105263,259.12
1.0,19,1,80.61952702702702,148,11931.689999999999,1.4996621621621622,221.95
1.0,19,2,79.86167487684729,203,16211.92,2.523054187192118,512.18
1.0,19,3,80.98745689655172,232,18789.09,2.9762068965517243,690.48
1.0,19,4,76.32763392857143,224,17097.39,1.5174999999999998,339.91999999999996
1.0,19,5,79.70185393258426,178,14186.929999999998,1.9278089887640448,343.15
1.0,19,6,77.42553488372094,215,16646.49,2.3714883720930233,509.87000000000006
1.0,20,0,77.97804597701149,87,6784.09,2.6997701149425284,234.87999999999997
1.0,20,1,78.3540625,96,7521.99,1.8221875,174.93
1.0,20,2,69.19355555555556,90,6227.42,2.7267777777777775,245.41
1.0,20,3,82.0341134751773,141,11566.81,2.509148936170213,353.79
1.0,20,4,75.38323308270677,133,10025.97,3.5966165413533826,478.3499999999999
1.0,20,5,92.22243243243244,111,10236.69,2.050900900900901,227.65
1.0,20,6,70.48957446808511,141,9939.03,2.9044680851063833,409.53000000000003
1.0,21,0,76.59722222222223,36,2757.5,3.7605555555555545,135.37999999999997
1.0,21,1,79.77340425531915,47,3749.3500000000004,4.692978723404255,220.57
1.0,21,2,75.94,44,3341.3599999999997,3.4572727272727275,152.12
1.0,21,3,79.92417910447762,67,5354.92,3.672537313432836,246.06
1.0,21,4,70.87428571428572,49,3472.84,1.4859183673469387,72.81
1.0,21,5,79.55947368421053,57,4534.89,1.929824561403509,110.00000000000001
1.0,21,6,75.17017857142856,56,4209.53,3.183392857142857,178.27
1.0,22,0,69.38954545454546,22,1526.57,0.07636363636363637,1.6800000000000002
1.0,22,1,88.33606060606061,33,2915.09,3.3921212121212125,111.94000000000001
1.0,22,2,88.38681818181819,22,1944.51,2.0109090909090908,44.239999999999995
1.0,22,3,101.36363636363636,33,3345.0,5.503333333333334,181.61
1.0,22,4,92.10571428571428,35,3223.7,0.6457142857142857,22.599999999999998
1.0,22,5,100.35,30,3010.5,6.429333333333334,192.88000000000002
1.0,22,6,74.5562962962963,27,2013.02,6.592222222222222,177.99
1.0,23,0,88.39411764705882,17,1502.7,3.1176470588235294,53.0
1.0,23,1,74.5625,16,1193.0,2.4675000000000002,39.480000000000004
1.0,23,2,76.58826086956522,23,1761.53,2.745217391304348,63.14
1.0,23,3,95.14285714285714,21,1998.0,2.258571428571429,47.43000000000001
1.0,23,4,98.10952380952382,21,2060.3,2.345238095238095,49.24999999999999
1.0,23,5,81.51578947368421,19,1548.8,3.9463157894736844,74.98
1.0,23,6,73.30611111111111,18,1319.51,3.671666666666667,66.09
2.0,0,1,48.0,3,144.0,16.19,48.57
2.0,5,5,83.775,2,167.55,11.629999999999999,23.259999999999998
2.0,9,1,37.666666666666664,3,113.0,12.416666666666666,37.25
2.0,9,2,35.75,2,71.5,14.13,28.26
2.0,10,5,52.0,1,52.0,17.37,17.37
2.0,10,6,29.0,4,116.0,4.0375000000000005,16.150000000000002
2.0,11,2,45.73333333333333,3,137.2,13.553333333333333,40.66
2.0,11,3,44.0,2,88.0,11.57,23.14
2.0,11,4,52.0,2,104.0,17.6,35.2
2.0,13,0,37.25,2,74.5,6.365,12.73
2.0,13,1,33.75,2,67.5,10.0,20.0
2.0,14,2,34.625,4,138.5,12.192499999999999,48.769999999999996
2.0,14,5,52.0,1,52.0,19.0,19.0
2.0,15,2,20.125,4,80.5,5.9025,23.61
2.0,15,3,22.25,2,44.5,5.6899999999999995,11.379999999999999
2.0,16,0,45.666666666666664,3,137.0,13.589999999999998,40.769999999999996
2.0,16,3,42.25,4,169.0,14.2525,57.01
2.0,16,4,32.3,4,129.2,6.735,26.94
2.0,16,5,43.25,2,86.5,13.44,26.88
2.0,17,0,52.0,2,104.0,17.479999999999997,34.959999999999994
2.0,17,2,45.125,4,180.5,13.057500000000001,52.230000000000004
2.0,17,6,53.25,2,106.5,17.33,34.66
2.0,18,1,53.0,1,53.0,19.5,19.5
2.0,18,3,70.0,1,70.0,25.42,25.42
2.0,19,2,19.9,5,99.5,2.108,10.540000000000001
2.0,19,5,30.375,4,121.5,11.1625,44.65
2.0,20,4,40.0,4,160.0,14.155000000000001,56.620000000000005
2.0,20,6,46.675,4,186.7,12.9525,51.81
2.0,21,5,34.5,4,138.0,11.719999999999999,46.879999999999995
2.0,22,2,20.400000000000002,3,61.2,3.4233333333333333,10.27
2.0,22,6,45.4,3,136.2,2.6833333333333336,8.05
2.0,23,4,32.0,4,128.0,10.545,42.18
3.0,0,2,26.754,5,133.77,5.518,27.59
3.0,0,4,22.5625,8,180.5,3.1475,25.18
3.0,0,5,29.58818181818182,11,325.47,7.25,79.75
3.0,0,6,25.170909090909092,11,276.88,5.344545454545454,58.78999999999999
3.0,1,0,20.972727272727273,11,230.7,3.9209090909090905,43.129999999999995
3.0,1,4,28.25,6,169.5,6.053333333333332,36.31999999999999
3.0,1,5,19.61111111111111,9,176.5,5.471111111111112,49.24000000000001
3.0,1,6,22.136363636363637,11,243.5,4.334545454545455,47.68000000000001
3.0,2,2,19.857142857142858,7,139.0,6.175714285714286,43.230000000000004
3.0,2,4,38.875,4,155.5,6.6975,26.79
3.0,2,5,24.505555555555556,18,441.1,4.035,72.63
3.0,2,6,23.5625,8,188.5,6.9937499999999995,55.949999999999996
3.0,3,1,18.25,4,73.0,5.76,23.04
3.0,3,3,26.099999999999998,6,156.6,7.476666666666667,44.86
3.0,3,4,30.343333333333334,3,91.03,6.406666666666666,19.22
3.0,3,5,45.394,25,1134.85,13.886,347.15
3.0,3,6,38.49111111111111,27,1039.26,5.9148148148148145,159.7
3.0,4,3,21.423,20,428.46,5.434,108.68
3.0,4,5,35.72631578947368,19,678.8,6.729473684210526,127.86
3.0,4,6,23.26421052631579,19,442.02,6.015789473684211,114.3
3.0,5,4,36.48666666666667,15,547.3000000000001,10.31,154.65
3.0,5,5,26.995454545454546,11,296.95,6.699090909090909,73.69
3.0,5,6,28.614375000000003,16,457.83000000000004,8.19375,131.1
3.0,6,2,37.39204545454545,44,1645.25,10.469318181818181,460.65
3.0,6,5,31.45875,8,251.67,9.188749999999999,73.50999999999999
3.0,6,6,30.872000000000003,5,154.36,5.316000000000001,26.580000000000002
3.0,7,0,35.106025641025646,78,2738.2700000000004,8.701538461538462,678.72
3.0,7,1,38.60983606557377,61,2355.2,10.142622950819673,618.7
3.0,7,2,34.835686274509804,51,1776.62,10.044705882352941,512.28
3.0,7,3,33.606785714285714,56,1881.9799999999998,8.549285714285714,478.76
3.0,7,4,33.183076923076925,52,1725.52,9.181346153846153,477.43
3.0,7,5,21.721578947368425,19,412.71000000000004,6.663157894736844,126.60000000000002
3.0,7,6,18.245500000000003,40,729.8200000000002,4.70325,188.13
3.0,8,0,29.66695652173913,46,1364.68,6.712826086956523,308.79
3.0,8,1,28.174374999999998,48,1352.37,6.881458333333335,330.31000000000006
3.0,8,4,25.6466,50,1282.33,6.6278,331.39
3.0,8,6,25.482380952380954,42,1070.26,8.053333333333333,338.23999999999995
3.0,9,4,27.868387096774196,31,863.9200000000001,6.633870967741935,205.65
3.0,9,5,25.665789473684214,38,975.3000000000001,7.25078947368421,275.53
3.0,10,0,22.195,20,443.9,4.8985,97.97
3.0,10,3,24.896129032258067,31,771.7800000000001,5.691935483870968,176.45000000000002
3.0,10,4,17.866764705882353,34,607.47,4.939411764705882,167.94
3.0,11,3,24.406153846153845,26,634.56,5.333461538461539,138.67000000000002
3.0,12,0,22.58736842105263,38,858.3199999999999,5.822631578947369,221.26
3.0,12,3,27.622580645161293,31,856.3000000000001,6.9151612903225805,214.37
3.0,12,5,25.617619047619048,21,537.97,7.423333333333334,155.89000000000001
3.0,12,6,27.600666666666665,30,828.02,8.521333333333335,255.64000000000001
3.0,13,2,25.191538461538464,39,982.47,7.604102564102564,296.56
3.0,13,3,22.5448,50,1127.24,6.0964,304.82
3.0,13,4,23.270625,32,744.66,6.4846875,207.51
3.0,14,1,25.32058823529412,34,860.9000000000001,6.033529411764706,205.14
3.0,14,2,26.416666666666668,36,951.0,6.7325,242.37
3.0,14,3,26.538857142857143,35,928.86,7.6257142857142854,266.9
3.0,14,5,26.573793103448274,29,770.64,7.46655172413793,216.52999999999997
3.0,15,2,25.799999999999997,36,928.8,6.506388888888889,234.23
3.0,15,5,30.55454545454545,22,672.1999999999999,7.759545454545454,170.70999999999998
3.0,15,6,22.71,32,726.72,5.3225,170.32
3.0,16,1,22.40607142857143,28,627.37,6.178214285714286,172.99
3.0,16,4,29.046785714285715,28,813.3100000000001,4.676428571428571,130.93999999999997
3.0,16,5,35.84136363636364,22,788.51,7.843636363636364,172.56
3.0,17,0,24.087407407407408,27,650.36,5.677037037037037,153.28
3.0,17,1,26.5690625,32,850.21,7.9190625,253.41
3.0,17,4,29.647307692307688,26,770.8299999999999,7.706538461538462,200.37
3.0,18,1,23.073600000000003,25,576.84,5.8660000000000005,146.65
3.0,18,4,22.417727272727276,22,493.19000000000005,3.7109090909090905,81.63999999999999
3.0,18,6,21.31478260869565,23,490.24,5.428260869565218,124.85000000000001
3.0,19,0,21.570999999999998,10,215.70999999999998,6.896000000000001,68.96000000000001
3.0,19,2,25.086470588235297,17,426.47,6.959411764705883,118.31
3.0,19,4,31.680000000000003,11,348.48,7.664545454545455,84.31
3.0,19,5,30.7505,20,615.01,7.565,151.3
3.0,19,6,21.984137931034482,29,637.54,5.307586206896552,153.92000000000002
3.0,20,1,23.50230769230769,13,305.53,4.831538461538462,62.81
3.0,20,3,18.807894736842105,19,357.34999999999997,4.890526315789473,92.91999999999999
3.0,20,4,20.23857142857143,14,283.34000000000003,7.612857142857142,106.57999999999998
3.0,21,0,27.70444444444444,9,249.33999999999997,9.24,83.16
3.0,21,1,20.88875,8,167.11,6.42125,51.37
3.0,21,4,33.89769230769231,13,440.67,6.2869230769230775,81.73
3.0,21,5,33.343999999999994,10,333.43999999999994,7.7459999999999996,77.46
3.0,22,0,35.78333333333333,3,107.35,10.436666666666666,31.31
3.0,22,4,29.774999999999995,12,357.29999999999995,3.794166666666667,45.53
3.0,22,5,30.125,16,482.0,8.00875,128.14
3.0,22,6,26.678571428571427,14,373.5,4.969285714285713,69.57
3.0,23,3,29.09,7,203.63,6.7957142857142845,47.56999999999999
3.0,23,4,45.81428571428571,7,320.7,10.828571428571431,75.80000000000001
3.0,23,5,44.795,10,447.95,15.062000000000001,150.62
4.0,0,0,12.887670588235293,2125,27386.3,3.253425882352941,6913.53
4.0,0,1,12.749348986125932,1874,23892.28,3.1835645677694773,5966.0
4.0,0,2,12.496492125984252,2540,31741.09,3.133744094488189,7959.71
4.0,0,3,12.218796992481206,3325,40627.50000000001,2.981308270676692,9912.85
4.0,0,4,12.470459069672964,4923,61392.07000000001,2.9770322973796466,14655.93
4.0,0,5,12.299267772872586,13138,161587.78000000003,2.7792472217993605,36513.75
4.0,0,6,12.371099508599507,14652,181261.34999999998,2.773911411411411,40643.35
4.0,1,0,12.748897526501768,1415,18039.690000000002,3.3263745583038866,4706.82
4.0,1,1,12.782984218077475,1394,17819.48,3.262116212338594,4547.39
4.0,1,2,12.467088397790054,1810,22565.429999999997,3.236745856353591,5858.51
4.0,1,3,12.30111111111111,2340,28784.6,3.102893162393162,7260.769999999999
4.0,1,4,12.136954449152542,3776,45829.14,3.006570444915254,11352.81
4.0,1,5,11.799625376374204,14281,168510.45,2.7601050346614384,39417.060000000005
4.0,1,6,11.868459639014642,17009,201870.63000000003,2.791007701804927,47472.25000000001
4.0,2,0,12.545171370967742,992,12444.81,3.2763407258064516,3250.13
4.0,2,1,13.053169014084506,852,11121.3,3.448615023474179,2938.2200000000003
4.0,2,2,11.826753975678203,1069,12642.8,3.0025444340505145,3209.72
4.0,2,3,12.266337332392379,1417,17381.4,3.1474735356386736,4459.97
4.0,2,4,12.124212022745734,2462,29849.809999999998,3.0940454914703497,7617.540000000001
4.0,2,5,11.516892214615506,12562,144675.19999999998,2.7771923260627287,34887.09
4.0,2,6,11.727599065998215,14561,170765.57,2.811946294897329,40944.75000000001
4.0,3,0,13.203496503496503,715,9440.5,3.5347552447552446,2527.35
4.0,3,1,13.57440758293839,633,8592.6,3.6429067930489727,2305.9599999999996
4.0,3,2,12.77593790426908,773,9875.8,3.4088745148771014,2635.0599999999995
4.0,3,3,13.109278350515464,873,11444.4,3.419347079037801,2985.09
4.0,3,4,12.722001366120217,1464,18625.01,3.3506352459016404,4905.330000000002
4.0,3,5,11.966647272727272,8250,98724.84,3.0229527272727275,24939.36
4.0,3,6,12.069946518767953,10097,121870.25000000001,3.041687629989106,30711.920000000002
4.0,4,0,14.149807228915662,830,11744.34,3.9762891566265064,3300.32
4.0,4,1,13.195333333333334,690,9104.78,3.584884057971015,2473.57
4.0,4,2,13.50810040705563,737,9955.47,3.7093622795115335,2733.8
4.0,4,3,13.722596858638743,955,13105.08,3.7280418848167534,3560.2799999999993
4.0,4,4,14.624654377880184,1302,19041.3,4.035506912442396,5254.23
4.0,4,5,13.43953138435082,4652,62520.70000000001,3.566584264832331,16591.750000000004
4.0,4,6,13.250659382064807,5308,70334.5,3.4950094197437833,18551.510000000002
4.0,5,0,13.737029438001784,1121,15399.21,3.7808296164139157,4238.3099999999995
4.0,5,1,12.289423076923075,988,12141.949999999999,3.2279858299595143,3189.25
4.0,5,2,12.206703910614525,1074,13110.0,3.2729795158286783,3515.1800000000003
4.0,5,3,11.547859504132232,1210,13972.91,2.9267603305785124,3541.38
4.0,5,4,12.74785011355034,1321,16839.91,3.4083497350492054,4502.43
4.0,5,5,13.536281991624012,2149,29089.47,3.6488738948348076,7841.430000000001
4.0,5,6,14.23994884910486,1955,27839.1,3.9246291560102304,7672.650000000001
4.0,6,0,12.3260765329645,2169,26735.26,3.09483633010604,6712.700000000001
4.0,6,1,11.803623939679548,2122,25047.29,2.899297832233742,6152.31
4.0,6,2,11.353556116015133,2379,27010.11,2.7734678436317783,6598.080000000001
4.0,6,3,11.66723845828039,2361,27546.350000000002,2.880660736975858,6801.240000000001
4.0,6,4,11.937902927010004,2699,32220.4,3.008010374212671,8118.62
4.0,6,5,12.085534100246507,2434,29416.19,3.135928512736236,7632.8499999999985
4.0,6,6,13.207996715927752,1827,24131.010000000002,3.529102353585112,6447.669999999999
4.0,7,0,11.89096119402985,3350,39834.72,2.7532388059701494,9223.35
4.0,7,1,11.338062118396603,3767,42710.48,2.537740907884258,9559.67
4.0,7,2,11.400198511166254,4030,45942.8,2.5450595533498763,10256.590000000002
4.0,7,3,11.577911867801703,3994,46242.18,2.6135102653980975,10438.36
4.0,7,4,11.624117924528305,4240,49286.26000000001,2.634985849056603,11172.339999999998
4.0,7,5,12.083534266236095,2787,33676.81,3.084782920703265,8597.289999999999
4.0,7,6,12.445190065889507,1973,24554.359999999997,3.1987126203750638,6311.06
4.0,8,0,12.226343085106382,5264,64359.47,2.5858928571428574,13612.140000000001
4.0,8,1,12.21769741564968,5572,68077.01000000001,2.53740488155061,14138.419999999998
4.0,8,2,12.390703281982585,5972,73997.28,2.5821165438714,15420.4
4.0,8,3,12.306115897955735,5919,72839.9,2.5632674438249707,15171.980000000001
4.0,8,4,12.383352300438952,6151,76170.0,2.5851227442692246,15901.090000000002
4.0,8,5,11.37594073647871,3476,39542.77,2.7235874568469507,9467.19
4.0,8,6,12.0140498192045,2489,29902.97,3.074600241060667,7652.68
4.0,9,0,11.788004410143332,4535,53458.600000000006,2.431109151047409,11025.08
4.0,9,1,12.06415157193421,4803,57944.12,2.3897668124089115,11478.050000000003
4.0,9,2,11.935913470993116,5085,60694.119999999995,2.3596047197640115,11998.589999999998
4.0,9,3,12.092295113505195,5198,62855.75,2.3889746056175456,12417.890000000001
4.0,9,4,12.211279700654817,5345,65269.29,2.4276501403180544,12975.79
4.0,9,5,11.701392921960073,4408,51579.74,2.6370167876588027,11623.970000000001
4.0,9,6,10.754720678560984,3419,36770.39000000001,2.5835185726820704,8833.05
4.0,10,0,11.154527570789867,3355,37423.44,2.282709388971684,7658.49
4.0,10,1,11.415022099447516,3620,41322.380000000005,2.268693370165746,8212.67
4.0,10,2,11.422664576802509,3828,43725.96000000001,2.247502612330198,8603.439999999999
4.0,10,3,11.693159126365057,3846,44971.89000000001,2.317308892355694,8912.369999999999
4.0,10,4,11.506246595692003,4039,46473.73,2.224572914087646,8985.050000000001
4.0,10,5,10.909786059351278,4347,47424.840000000004,2.380177133655395,10346.630000000001
4.0,10,6,10.95624327784891,3905,42784.13,2.519311139564661,9837.91
4.0,11,0,11.197948542024013,2915,32642.019999999997,2.3398078902229846,6820.54
4.0,11,1,11.599860041987405,2858,33152.4,2.2851539538138557,6530.969999999999
4.0,11,2,11.576153354632588,3130,36233.36,2.2739744408945683,7117.539999999999
4.0,11,3,11.822737940026077,3068,36272.16,2.3405573663624506,7180.829999999999
4.0,11,4,11.486217404043364,3413,39202.46,2.2355698798710812,7630.0
4.0,11,5,10.928357967667434,4330,47319.78999999999,2.3114965357967665,10008.779999999999
4.0,11,6,10.95829311211664,3978,43592.09,2.4289869281045755,9662.510000000002
4.0,12,0,11.178522962350021,2417,27018.49,2.3090690939180805,5581.02
4.0,12,1,11.568493930197269,2636,30494.55,2.2767298937784517,6001.459999999999
4.0,12,2,11.628275991024681,2674,31094.01,2.2745026178010472,6082.02
4.0,12,3,11.876213800500535,2797,33217.77,2.3476045763317845,6566.250000000001
4.0,12,4,11.528946535906359,3161,36443.0,2.2656342929452706,7161.670000000001
4.0,12,5,11.466836994219653,4325,49594.07,2.354645086705202,10183.839999999998
4.0,12,6,11.017389905987136,4042,44532.29,2.3740994557149926,9596.11
4.0,13,0,11.699792006525287,2452,28687.890000000003,2.4600163132137034,6031.960000000001
4.0,13,1,11.387112217541173,2611,29731.75,2.297525852163922,5998.84
4.0,13,2,12.077882026920033,2526,30508.730000000003,2.4611955661124307,6216.98
