pickup_taxizone_id,average_fare,total_rides,total_fare,average_trip_distance,average_percent_tip
221.0,33.22637195121952,656,21796.500000000004,7.246493902439024,10.617566231067332
222.0,31.534585701465765,6686,210840.2400000001,8.137370625186959,1.7309450243086797
223.0,18.828643395331355,162317,3056208.9099999997,4.175813131095326,10.932041045458025
224.0,11.32944637640059,712289,8069840.029999999,2.4318075107154495,14.989855262073338
225.0,17.340464391159195,36241,628435.7700000004,3.9538461962970124,6.896417701748436
226.0,15.903817716654657,478815,7614986.4799999995,3.3396051502145903,8.952824126495928
227.0,23.32441644164416,6666,155480.55999999997,5.708135313531354,5.6462005765523395
228.0,18.63799290756637,30173,562364.1600000001,4.35501607397342,9.893672804752402
229.0,10.564913944452773,5665701,59857643.50000002,2.1461704685792644,15.849144943720937
230.0,13.044241952893554,10227900,133415202.26999998,2.8138429618983416,14.555482860023199
231.0,13.155418604927243,5222466,68703726.37999997,2.9718801864866125,16.377779547405787
232.0,15.286216428066394,507753,7761622.249999996,3.246914109813238,13.494279594039963
233.0,12.365060512472997,3931173,48609192.03000001,2.5490575942600286,15.963199476419657
234.0,10.891565534276106,9445210,102873123.70000002,2.079769001430349,17.08766581627423
235.0,22.739628824611273,11962,272011.44000000006,5.476635178063869,3.074395680974912
236.0,9.86605821173307,11176922,110272163.08000001,1.8968976136721742,16.14881058768844
237.0,9.517915313611114,12341511,117465456.54,1.7593110162928962,15.83632113671023
238.0,10.346097001492554,5776674,59766029.55,2.1669988249293626,15.882474068104408
239.0,10.3127100096397,7682814,79230632.84000002,2.110822421315937,16.37995098153161
240.0,28.248366718027732,1298,36666.38,6.8024576271186445,4.276528639448797
241.0,24.396030025020842,5995,146254.19999999995,5.872353628023353,4.010054213723965
242.0,21.39700608563356,9202,196895.25000000003,5.171164964138231,2.846527895770156
243.0,17.128139993874843,58774,1006689.3,4.106986252424541,9.967125077203416
244.0,15.338684716921628,310762,4766680.339999999,3.856829213352983,9.787337393397046
245.0,42.7526511627907,215,9191.82,8.582186046511628,10.959552392701168
246.0,11.780929905656855,4444838,52364324.92,2.3674692193506277,16.420786087237673
247.0,15.55275487666426,48445,753453.2100000001,3.7315116111053777,6.350874504265508
248.0,23.948987029030263,4857,116320.23,6.031700638254065,3.6698482983476093
249.0,11.03204771851766,6030531,66529105.76000003,2.2725821938399706,17.011400781798685
250.0,21.70183388404926,6658,144490.80999999997,5.3272319014719125,3.635277651311804
251.0,33.036167400881055,454,14998.419999999998,6.6160352422907485,12.228999799336057
252.0,37.97407688142934,3694,140276.24,8.210668651867893,5.160734388245463
253.0,42.59881243063262,901,38381.52999999999,9.587103218645948,11.348269653221486
254.0,28.420717290236883,9034,256752.76,7.59325105158291,2.0439132858553464
255.0,13.267521443951951,309761,4109760.7100000004,3.1956669819635137,15.278838058169947
256.0,13.42499681818,249857,3354329.43,3.1404266040174984,13.776951956819099
257.0,19.04629509317832,11698,222803.55999999997,4.5780971106171995,10.630615691967973
258.0,26.52299664771899,6861,181974.28,6.416462614779188,4.1560422926808815
259.0,30.0067711225704,5042,151294.13999999996,7.405973819912733,3.403465384009613
260.0,15.11560571421732,167092,2525696.7900000005,3.269014135925119,6.85991973763727
261.0,16.687997387648107,1782302,29743051.119999997,4.0725813414337235,13.661557989551772
262.0,10.653660482267933,3542678,37742488.60999999,2.3309161233394637,15.657279459451871
263.0,10.086628779493122,5443091,54902438.33,2.1699546434185892,16.17007596814371
264.0,14.474407355797629,4114197,59550563.32000054,2.6279364381433425,15.593562719973333
265.0,70.01535686741008,152998,10712209.570000008,3.0505760859619118,12.703691785428093
