dropoff_taxizone_id,dropoff_hour,dropoff_weekday,average_fare,total_rides,total_fare,average_trip_distance,total_trip_distance
1.0,0,0,85.40178571428571,168,14347.5,21.07392857142857,3540.42
1.0,0,1,88.66575342465754,146,12945.2,21.975684931506848,3208.45
1.0,0,2,87.62327586206897,174,15246.449999999999,21.456206896551723,3733.38
1.0,0,3,81.78077586206896,232,18973.14,21.166422413793104,4910.61
1.0,0,4,83.2455223880597,268,22309.8,20.239738805970152,5424.250000000001
1.0,0,5,87.13636363636364,275,23962.5,21.424545454545452,5891.749999999999
1.0,0,6,87.86061946902655,226,19856.5,20.791681415929204,4698.92
1.0,1,0,99.65306122448979,98,9766.0,23.825612244897957,2334.91
1.0,1,1,83.81132075471699,106,8884.0,20.638962264150944,2187.73
1.0,1,2,93.7107476635514,107,10027.05,24.797663551401865,2653.3499999999995
1.0,1,3,86.35393258426966,89,7685.5,22.53112359550562,2005.2700000000002
1.0,1,4,92.51836734693877,147,13600.2,23.597755102040818,3468.8700000000003
1.0,1,5,94.89463087248322,149,14139.3,23.345771812080535,3478.52
1.0,1,6,94.76057692307693,104,9855.1,22.564711538461538,2346.73
1.0,2,0,74.08,150,11112.0,17.776133333333334,2666.42
1.0,2,1,70.37769784172662,139,9782.5,17.286618705035973,2402.84
1.0,2,2,71.9748427672956,159,11444.0,18.281761006289308,2906.7999999999997
1.0,2,3,72.91696428571429,168,12250.05,17.416785714285712,2926.0199999999995
1.0,2,4,78.20530386740332,181,14155.16,18.60325966850829,3367.1900000000005
1.0,2,5,78.2484574468085,188,14710.71,17.550265957446808,3299.45
1.0,2,6,71.75820652173913,184,13203.51,18.29880434782609,3366.98
1.0,3,0,67.01232289950576,607,40676.479999999996,16.22556836902801,9848.920000000002
1.0,3,1,67.91891566265059,498,33823.619999999995,16.819357429718877,8376.04
1.0,3,2,66.66386847195358,517,34465.22,17.09404255319149,8837.619999999999
1.0,3,3,67.47810641627542,639,43118.509999999995,17.109749608763696,10933.130000000001
1.0,3,4,68.60881355932204,767,52622.96000000001,16.774823989569754,12866.29
1.0,3,5,66.42579908675799,657,43641.75,16.361217656012176,10749.32
1.0,3,6,65.7819676945668,681,44797.52,16.206519823788547,11036.64
1.0,4,0,66.21220664589823,1926,127524.71,16.66946521287643,32105.39
1.0,4,1,66.54847690387017,1602,106610.66,16.702184769038702,26756.899999999998
1.0,4,2,66.38193396226416,1908,126656.73000000001,16.937227463312368,32316.229999999996
1.0,4,3,66.19076665270214,2387,157997.36,16.748550481776288,39978.79
1.0,4,4,66.85608635097493,2872,192010.68,16.853718662952645,48403.87999999999
1.0,4,5,66.47630111524164,2152,143057.0,16.807290892193308,36169.29
1.0,4,6,66.45089955022489,2001,132968.25,16.697761119440276,33412.219999999994
1.0,5,0,65.92635318396226,3392,223622.19,16.942868514150945,57470.21000000001
1.0,5,1,66.02586435680058,2713,179128.16999999998,17.052178400294878,46262.560000000005
1.0,5,2,66.67863088057901,3316,221106.34,16.872680940892643,55949.810000000005
1.0,5,3,66.39065928270041,3792,251753.37999999998,16.77630010548523,63615.729999999996
1.0,5,4,66.40289883268481,4626,307179.80999999994,16.947654561175963,78399.85
1.0,5,5,66.97845651426607,2909,194840.33000000002,16.933915434857337,49260.759999999995
1.0,5,6,67.04662365591398,2790,187060.08,17.101673835125446,47713.67
1.0,6,0,66.28481331533963,4446,294702.28,16.947132253711203,75346.95000000001
1.0,6,1,66.47996682827251,3919,260534.99,17.007282470017863,66651.54000000001
1.0,6,2,66.6683487394958,4760,317341.34,16.93649369747899,80617.70999999999
1.0,6,3,66.68601837672281,5224,348367.76,17.00089395099541,88812.67000000001
1.0,6,4,66.55836185819071,6135,408335.55,16.851871230643845,103386.22999999998
1.0,6,5,67.19885257142857,4375,293994.98,17.104338285714284,74831.48
1.0,6,6,67.11216735253772,4374,293548.62,17.064229538180154,74638.93999999999
1.0,7,0,67.50055983350677,4805,324340.19000000006,17.21326534859521,82709.73999999999
1.0,7,1,67.63164048416172,3883,262613.66,17.23993046613443,66942.65
1.0,7,2,67.53171837708831,4609,311253.69,17.142163159036667,79008.23
1.0,7,3,67.71727391385419,5363,363167.74,17.203507365280625,92262.40999999999
1.0,7,4,67.1058495030762,6339,425383.98000000004,16.972757532733873,107590.31000000001
1.0,7,5,67.07551166598444,4886,327730.94999999995,17.181180925092097,83947.24999999999
1.0,7,6,67.80358242583553,5326,361121.88,17.396629740893726,92654.44999999998
1.0,8,0,69.29195617740233,3788,262477.93,17.36590549102429,65782.05
1.0,8,1,69.93548204787234,3008,210365.93,17.445721409574467,52476.729999999996
1.0,8,2,70.01051302931596,3684,257918.72999999998,17.369991856677522,63991.049999999996
1.0,8,3,69.42824684772066,4124,286322.08999999997,17.442276915615906,71931.95
1.0,8,4,68.86329331732694,4998,344178.74,17.118121248499403,85556.37000000001
1.0,8,5,67.41714143426294,4016,270747.24,17.291608565737054,69443.1
1.0,8,6,67.99118266504657,4938,335740.45999999996,17.373462940461724,85790.15999999999
1.0,9,0,70.49812549019609,3825,269655.33,17.630865359477124,67438.06
1.0,9,1,71.02452433980274,3143,223230.08000000002,17.733509385937,55736.42
1.0,9,2,71.05673824408808,3679,261417.74000000005,17.688189725468877,65074.85
1.0,9,3,70.97679259078724,4103,291217.78,17.47567145990738,71702.68
1.0,9,4,70.73300588107166,4591,324735.23,17.501688085384444,80350.24999999999
1.0,9,5,68.32797752808987,3560,243247.59999999998,17.383137640449437,61883.97
1.0,9,6,67.58895801609746,4597,310706.44000000006,17.278988470741787,79431.51
1.0,10,0,70.52614705882354,3740,263767.79000000004,17.382237967914442,65009.570000000014
1.0,10,1,70.71499068322981,3220,227702.27,17.448111801242234,56182.92
1.0,10,2,70.7100027005131,3703,261839.14,17.558663246016742,65019.729999999996
1.0,10,3,70.52327606776426,4191,295563.05,17.464924838940586,73195.5
1.0,10,4,70.74740923737916,4655,329329.19,17.446528464017184,81213.59
1.0,10,5,69.2872769661175,3217,222897.17,17.435865713397575,56091.18
1.0,10,6,68.0877394209354,4490,305713.94999999995,17.24420935412027,77426.50000000001
1.0,11,0,70.04769188596491,3648,255533.98,17.353999451754387,63307.39
1.0,11,1,69.80293564055859,3294,229930.87,17.358697632058284,57179.54999999999
