dropoff_taxizone_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,total
1.0,9.40274621191198,7.934616948791312,7.720031176440267,9.772221534220668,11.44810796028243,11.933028595904158,12.060597232440925,11.855090838985712,11.350957462867376,11.183991299450494,11.200336102660195,11.114951806792638,11.24174292090694,11.443333001749432,11.179168201581444,11.095791502023449,11.23316463844017,11.15207420937054,10.832852815325825,10.712949362415884,10.573284839501564,10.369493431561256,10.051745888675681,9.993962309005202,10.702343345471064
2.0,5.5555555555555545,0.4056795131845842,2.6881720430107525,0.0,8.327109783420463,0.0,4.583333333333334,6.453170172173977,11.032022831929208,7.479355730215876,7.702777365515515,8.09688981030616,10.341498013029769,9.168610421756847,4.068559036091872,5.088737201365187,9.301274971007262,10.077414834278875,4.848484848484849,7.64068128343492,6.901709401709401,4.295627511948205,2.7777777777777772,6.434370227473676,5.969533819458502
3.0,6.32202982289729,5.0149723452139074,5.148205698056683,4.53921633457126,4.577575217974549,4.316345117749836,4.275122155801588,3.213079007281276,3.789697805192716,4.624189743681579,5.757265695065665,6.287982754008799,4.129144829949352,3.7662635907717954,3.201803607683797,3.1672291796501906,3.0969277287463464,2.974096606020764,3.644520756517242,4.970141325549769,5.541981405333106,6.857521916058847,7.33142335450074,6.970077733591815,4.729867238827871
4.0,10.341118155353449,10.027045256843088,9.743022125478646,9.27839635071074,7.9004590927292835,6.2027244470307625,6.630500249447885,7.458334787826331,8.648771970662416,8.615654105146854,8.30196286000536,8.443921744928154,8.555873167432456,8.70815229183551,8.545025600750492,8.585218463209891,8.706963450768713,9.493347657072185,10.203538006240397,10.593355449210929,10.898709871903119,10.93752278725887,11.007932026665385,10.70733658025124,9.105620270781756
5.0,8.197830933461741,8.541175072925563,8.274368942310415,7.770382489246502,9.935061879773459,7.617097159518851,4.3520544716891925,4.184251503052449,4.788038441494066,5.583630645523761,4.643561440491823,4.967523776366209,2.7293908687829798,4.197820427386173,2.2293028273420217,3.5539284479513924,3.4039634381149706,3.1604278524475764,3.5398377928126465,5.784426571447096,7.115158454127179,8.071148257332368,8.154141189986863,9.484326934804871,5.844952075766257
6.0,9.297452508794356,9.978184644769604,8.254762951134024,6.057212904599514,4.8256273006582795,1.3723763365336028,3.777570003608124,5.098269619119162,4.38310163125297,4.817064961792104,4.167530335291732,3.65227521870828,5.005188137724835,6.5332441521984,5.870526057013483,7.103129788581843,5.910367807585439,3.8646683431863154,5.893257580276258,7.013267212725193,8.061314077778254,10.261981526845979,11.070303589446462,11.109120191126138,6.390741536697931
7.0,10.3553010949968,9.561166536037446,9.000020395628411,8.448668739588934,7.3350317100143005,6.078297155870481,5.997502578685627,6.465309291338626,7.165963093006556,7.019737039526203,6.75696939460888,6.8125691955097665,7.164010835759992,7.339330912911361,7.225525135012937,7.4435758274176775,7.829847349773811,8.496434539183719,9.447207873345889,10.163972311300164,10.926184339478393,11.384185722518337,11.50365413815324,11.079190431455332,8.374985651713454
8.0,9.11665890739116,8.32415039273623,7.903197863583099,8.477432473697725,6.615895059604601,6.2004173730198335,5.918705765474742,5.081699182050166,7.6596338952764125,7.590382474318037,7.3537066419594135,6.558853870016666,7.226308861809496,8.728776092235762,8.460077241901283,7.837941885157756,7.678995653238132,9.303809550392625,10.171808499472332,9.824153811019125,11.01567865252794,9.95687840276354,11.172475869299214,9.155453403566616,8.22221215927133
9.0,8.867855568331727,8.650388639756503,8.129716415287787,8.012851028154381,3.930117417034437,5.598057357103372,6.3561510143546265,6.849273085949866,4.434133643421888,5.756171088501575,5.86490419844745,5.469246101786472,5.527437037371709,4.911980811000291,4.890000771851238,5.981862561619675,6.192455823109165,6.262174436504986,7.174086284761916,7.497528891732359,8.491806297220894,8.986941092899697,8.527114316671621,8.703572268471094,6.711076089639363
10.0,6.330791131799612,5.741168269147362,5.123162967279204,5.385551729414057,3.6505151523989485,3.5964174182079045,3.809658400233709,3.7250670443984903,3.881550118662479,4.0591284845311115,3.8693403994581397,3.7438706933981614,3.958046777467507,4.141347784740888,4.255659173408551,4.35420401347924,4.613142247269923,4.782653159497603,5.120144253548316,5.560413098235097,5.877557052134914,5.89757461139299,6.6690795190255345,6.584801982818894,4.780451895081193
11.0,7.732429158943522,8.1029209182185,7.900581733134692,6.719616249210634,6.123538392423402,3.656952259486696,4.077350570941048,4.5480991917511435,4.9782425507440236,4.3120246140852085,4.223240925178382,4.42354489826268,3.961635694812215,4.934928892068907,4.415590587278505,4.791400946403404,5.125255262251283,5.077577644761204,5.80410319796494,7.476320309755884,8.92624094649214,9.255063486689053,8.215021774432717,8.861857406850811,5.985147400505876
12.0,8.431046517823534,7.973845106427885,7.830378503817098,7.480341906751931,6.820635090402481,6.805105413843251,10.252018356306598,8.73543481164005,8.106359260656237,7.265107478277646,6.891223591725615,6.715152238164538,6.672142399106684,6.925841506187277,6.852133403044348,6.965728509924003,7.713908958138072,8.522425852253592,9.292132883430792,9.661310744240392,9.561492919320175,9.921384081791858,9.618114402273793,9.195880596524411,8.092047688836344
13.0,12.201590055066513,12.182701273878592,11.974354509390961,11.536624835586931,10.204591757742884,10.880215413066065,11.934865966005932,12.352173550882497,12.250378047745082,11.473905894692383,10.438119389496887,10.197312764235098,10.307433533136292,10.560134463482955,10.749373923766138,10.624704840963538,10.706020960112964,11.13243819793654,11.591963850131698,11.871766462379071,12.153687649660455,12.369500263220413,12.317867216223782,12.269850011724857,11.428398951272023
14.0,10.720833966854888,9.92983913311485,9.442781970917963,8.761737116272384,7.857936344064773,6.74498554986347,6.490438307725805,7.3973080900084955,6.574058328164636,6.463737348894014,6.380901655127821,7.072533192343074,6.835771268355069,8.017693992179737,7.743156561985484,7.708614711010443,7.549010454993013,8.053728248496464,9.193892131662999,10.249187262101385,11.012806512150224,11.511496574180953,11.741630276888962,11.476303345951928,8.538765930971202
